iter	Logloss
194	0.08705334001
195	0.08693263314
196	0.08686631359
197	0.08676274224
198	0.08671030775
199	0.08655764611
200	0.08653150208
201	0.08636642447
202	0.08628941697
203	0.08622817439
204	0.08610295044
205	0.08606060736
206	0.0859668497
207	0.08586576009
208	0.08581008321
209	0.08569909314
210	0.08560016083
211	0.08552397786
212	0.08534868499
213	0.08521188771
214	0.08504083902
215	0.08501830073
216	0.08484947824
217	0.08474167168
218	0.08468496339
219	0.08458417976
220	0.08450141144
221	0.0844201783
222	0.08422399256
223	0.08416187204
224	0.08408968779
225	0.08403746593
226	0.08399966729
227	0.08393187062
228	0.08382843037
229	0.08375980034
230	0.08367636413
231	0.08360430662
232	0.08332894871
233	0.08323123252
234	0.08314834239
235	0.08311347203
236	0.08291876644
237	0.08283845118
238	0.08266755719
239	0.0826324588
240	0.08259343663
241	0.08235378092
242	0.08225710474
243	0.08216673111
244	0.08210682388
245	0.08208252887
246	0.08202675019
247	0.08195730408
248	0.08188059876
249	0.08182396593
250	0.08172383692
251	0.08169291111
252	0.08159933657
253	0.0815503855
254	0.08148321955
255	0.08145836344
256	0.08137833839
257	0.08129762442
258	0.08119321282
259	0.08116421296
260	0.08112067754
261	0.08102122898
262	0.08099541846
263	0.08089508161
264	0.08084788105
265	0.08071931031
266	0.08068352388
267	0.08062749471
268	0.08055310994
269	0.08051022803
270	0.08042942998
271	0.08035992123
272	0.08030549137
273	0.08019819408
274	0.08011839818
275	0.08008087469
276	0.08002580817
277	0.07997150464
278	0.07994666475
279	0.07989901183
280	0.07985086513
281	0.07981429192
282	0.07976212919
283	0.07972842967
284	0.0797162311
285	0.07963944961
286	0.07958063207
287	0.0795416262
288	0.07933397149
289	0.07925290646
290	0.07922422837
291	0.07916674981
292	0.07912615903
293	0.07906576408
294	0.07898886416
295	0.07893032616
296	0.07890015785
297	0.07885939001
298	0.07876463189
299	0.07869363841
300	0.07851133439
301	0.07846372555
302	0.07842681311
303	0.07835225084
304	0.07831314612
305	0.07822215318
306	0.07817253278
307	0.07812399081
308	0.07806346846
309	0.07804261705
310	0.07799726342
311	0.07793100393
312	0.07790630556
313	0.07779613385
314	0.07777812871
315	0.07776199593
316	0.07764813777
317	0.07760081675
318	0.07756252406
319	0.07748521594
320	0.07744334939
321	0.07738560565
322	0.07733617009
323	0.07728446101
324	0.07722307123
325	0.07714457124
326	0.07710641514
327	0.07697053543
328	0.07692591907
329	0.07687818523
330	0.07683746564
331	0.07680129323
332	0.0767737379
333	0.07670739974
334	0.07667338333
335	0.0766427732
336	0.07662974873
337	0.07660519073
338	0.07652914645
339	0.07649191593
340	0.07643814618
341	0.07639559982
342	0.07637398341
343	0.07632929
344	0.07628609967
345	0.07626510351
346	0.07620021955
347	0.07615298457
348	0.07612184938
349	0.07608870525
350	0.07607143723
351	0.07605508844
352	0.07603475955
353	0.07597575012
354	0.0759120358
355	0.07583339082
356	0.07580483235
357	0.07574689244
358	0.07571875569
359	0.07565258507
360	0.07554740462
361	0.07552364239
362	0.07549246697
363	0.0754672858
364	0.07544085869
365	0.07542477723
366	0.07538546101
367	0.0751909931
368	0.07515028255
369	0.07509772992
370	0.07504874925
371	0.0749817904
372	0.07494954556
373	0.07490834649
374	0.07488673336
375	0.07483738969
376	0.07482392799
377	0.07479997559
378	0.07474353249
379	0.07470759949
380	0.07464901447
381	0.0745969977
382	0.0745254031
383	0.07448347094
384	0.07445192149
385	0.07438705968
386	0.07434163356
387	0.07433145693
388	0.07431734777
389	0.07425643404
390	0.07421226319
391	0.07417489726
392	0.07409100099
393	0.07405758661
394	0.07401896417
395	0.07398751833
396	0.07397390214
397	0.07394353278
398	0.07390288029
399	0.07387901704
400	0.0738637233
401	0.073815679
402	0.07378747218
403	0.07372081628
404	0.07367482497
405	0.07359549461
406	0.07355315163
407	0.07347766421
408	0.07344352837
409	0.07339427363
410	0.07334672811
411	0.07330712735
412	0.07327286196
413	0.0732288913
414	0.07311777739
415	0.07309799043
416	0.073072172
417	0.0730214238
418	0.07298462238
419	0.07297159085
420	0.07292442027
421	0.07288301663
422	0.07281762916
423	0.07278319383
424	0.07275362852
425	0.07272626918
426	0.07266300031
427	0.07262513846
428	0.07255679988
429	0.07253971978
430	0.07250539394
431	0.07245731182
432	0.07242430746
433	0.07237885808
434	0.0723586204
435	0.07234962399
436	0.07231402398
437	0.07229022516
438	0.07227308553
439	0.07219598348
440	0.07217002004
441	0.07212145427
442	0.07208794418
443	0.07203375709
444	0.07199634207
445	0.07196342735
446	0.07189624307
447	0.07187715948
448	0.07182627548
449	0.07176039256
450	0.07173879688
451	0.07167094681
452	0.07159179733
453	0.07155530483
454	0.07151912903
455	0.07148147073
456	0.07146401533
457	0.07139788784
458	0.07139486818
459	0.07136844616
460	0.07134241647
461	0.0713039196
462	0.07124941232
463	0.0712035479
464	0.07117461346
465	0.07113535307
466	0.07109890485
467	0.07107149775
468	0.07106237856
469	0.07101135665
470	0.07098712876
471	0.07096318994
472	0.07090441086
473	0.07085064596
474	0.07081038491
475	0.07075183155
476	0.07073470081
477	0.07069587933
478	0.07066159305
479	0.07065507575
480	0.07062140008
481	0.07060144983
482	0.07055044606
483	0.07050279062
484	0.07044449389
485	0.07039415714
486	0.07037034352
487	0.07036164528
488	0.07032692983
489	0.07028199814
490	0.07026398455
491	0.07024424138
492	0.07022959534
493	0.07020667011
494	0.07018076617
495	0.07015242708
496	0.07010578376
497	0.07006487485
498	0.0700253444
499	0.06997845586
500	0.06995358149
501	0.06993900359
502	0.06989483052
503	0.06985156775
504	0.06978821426
505	0.06978558634
506	0.06975548174
507	0.0697179891
508	0.06968123994
509	0.06963138483
510	0.06961207588
511	0.06958970396
512	0.06958041545
513	0.06956339584
514	0.06954587513
515	0.06951208889
516	0.06947061044
517	0.06942088519
518	0.0693790562
519	0.06933354554
520	0.06931598465
521	0.06927190461
522	0.06924321694
523	0.06923492247
524	0.06918180758
525	0.06915806144
526	0.06912570829
527	0.06910267867
528	0.06906003621
529	0.06904120097
530	0.06902560152
531	0.06899341914
532	0.06897213332
533	0.06891773579
534	0.06888303071
535	0.06884907863
536	0.06877690479
537	0.06875764829
538	0.06872027514
539	0.068680485
540	0.06866068701
541	0.06863944155
542	0.06862221989
543	0.06860258002
544	0.06855589353
545	0.06852782111
546	0.06847795331
547	0.06846992626
548	0.068434325
549	0.06841406559
550	0.06835926702
551	0.06832965103
552	0.06823194527
553	0.06820971009
554	0.0681767575
555	0.06815542623
556	0.06812054909
557	0.0680983304
558	0.06807888793
559	0.06803035487
560	0.06798210124
561	0.06795848943
562	0.06792718116
563	0.06790274683
564	0.06785689874
565	0.06782278074
566	0.0678122969
567	0.06776148688
568	0.06772151713
569	0.06768909655
570	0.06765573469
571	0.06762926559
572	0.06761081315
573	0.06758108061
574	0.06751320106
575	0.06748618185
576	0.06745175352
577	0.06737547471
578	0.06731362021
579	0.0672948173
580	0.067292267
581	0.06720974692
582	0.06715385745
583	0.06712401235
584	0.06710009363
585	0.06707475327
586	0.06697357965
587	0.06696140274
588	0.06691906508
589	0.06687398909
590	0.06684917886
591	0.06682254267
592	0.06676320288
593	0.06675268019
594	0.06673421087
595	0.06667216845
596	0.06665455222
597	0.06660910693
598	0.06657951437
599	0.06655512534
600	0.06653471966
601	0.06649411769
602	0.06646497453
603	0.0664339576
604	0.0664053436
605	0.06638620888
606	0.06636128114
607	0.06633214172
608	0.06630248072
609	0.06629818458
610	0.06626800655
611	0.066222377
612	0.06618565602
613	0.06616051376
614	0.06613477392
615	0.06609884229
616	0.06606846937
617	0.06601924006
618	0.06598521737
619	0.06595899257
620	0.0659407616
621	0.06591712237
622	0.06589935101
623	0.06586436191
624	0.06583190733
625	0.06579469863
626	0.06577878043
627	0.06575507056
628	0.06573023097
629	0.06572284587
630	0.06569711953
631	0.06567207169
632	0.0656606893
633	0.06562700092
634	0.06559706841
635	0.06553913012
636	0.0655090872
637	0.06547976847
638	0.06543981761
639	0.06541261763
640	0.06535550437
641	0.06531407482
642	0.06527405204
643	0.06525257006
644	0.06523120113
645	0.06519041186
646	0.06516137732
647	0.06508359999
648	0.06504703324
649	0.06500508568
650	0.06497498765
651	0.06494246514
652	0.06491436373
653	0.06490225429
654	0.06487305942
655	0.0648197975
656	0.06478705371
657	0.06476980453
658	0.06475483716
659	0.06472578321
660	0.06470140482
661	0.06466452925
662	0.06465938397
663	0.06464006459
664	0.06458269244
665	0.06455077405
666	0.06454225674
667	0.0645040774
668	0.06448566288
669	0.06444211867
670	0.06441790087
671	0.06440719079
672	0.06437000447
673	0.06432435104
674	0.064296817
675	0.06426623742
676	0.06422899973
677	0.06419677176
678	0.06415672615
679	0.0641245263
680	0.06410154157
681	0.06408257528
682	0.06405695252
683	0.06402238624
684	0.06399750656
685	0.06396106625
686	0.06393541714
687	0.06390209291
688	0.06388015187
689	0.06384481801
690	0.06384341299
691	0.06382657266
692	0.06378214956
693	0.06374968086
694	0.06371681094
695	0.06368868359
696	0.06365833599
697	0.06364005877
698	0.0635947918
699	0.06355432653
700	0.06355113603
701	0.06353138214
702	0.06351017115
703	0.06348354894
704	0.06345668357
705	0.06343023973
706	0.06340933551
707	0.06336430503
708	0.06335714269
709	0.06332136074
710	0.06330252472
711	0.06323752277
712	0.06321611545
713	0.0631995031
714	0.06318244509
715	0.06316866543
716	0.06315341272
717	0.06310755263
718	0.06309552988
719	0.06307133951
720	0.06305446774
721	0.06304095392
722	0.06299741939
723	0.06298028265
724	0.06294789211
725	0.06292322746
726	0.06289695668
727	0.06287721706
728	0.06286264823
729	0.0628425309
730	0.06280991632
731	0.06279525987
732	0.06274609466
733	0.06262808176
734	0.06260468551
735	0.06257955048
736	0.0625456105
737	0.06252956387
738	0.06251682493
739	0.06250056024
740	0.06246605499
741	0.0624377389
742	0.06242993131
743	0.0624068462
744	0.06238691126
745	0.06237341507
746	0.06234932116
747	0.06232894784
748	0.06232685366
749	0.0622908857
750	0.06225566698
751	0.06224111045
752	0.0622256909
753	0.06220449905
754	0.06217530514
755	0.06213715657
756	0.06209831492
757	0.06205687528
758	0.06202042925
759	0.06199916684
760	0.06195097757
761	0.06192749639
762	0.06189580571
763	0.06186638426
764	0.06183854489
765	0.06180064733
766	0.06178467958
767	0.06175405729
768	0.06173463301
769	0.06170797756
770	0.06169184662
771	0.06165482522
772	0.06162656167
773	0.06160093658
774	0.06158522389
775	0.06156585016
776	0.06152297149
777	0.06151230932
778	0.06149966805
779	0.06147574176
780	0.06146404052
781	0.0614431528
782	0.06143960578
783	0.06141514703
784	0.06140728314
785	0.06138287238
786	0.06136681574
787	0.06135096973
788	0.06134020816
789	0.06127438512
790	0.0612046583
791	0.0611867265
792	0.06118540654
793	0.06116811339
794	0.06114703137
795	0.06112293233
796	0.06110445919
797	0.06108138287
798	0.06105490569
799	0.06099360667
800	0.06096142647
801	0.06093505458
802	0.06090975016
803	0.06087734028
804	0.06084048973
805	0.06080936726
806	0.06078146726
807	0.06074472979
808	0.06072765492
809	0.06069660434
810	0.06061849919
811	0.06060010287
812	0.0605795866
813	0.06054937279
814	0.0605258609
815	0.06049659623
816	0.0604828752
817	0.06044086479
818	0.06042756024
819	0.0604159016
820	0.06039212703
821	0.06031416003
822	0.06030808388
823	0.06029631946
824	0.06027601503
825	0.06025683094
826	0.06022742379
827	0.06021190817
828	0.06020214286
829	0.06017812013
830	0.06016132957
831	0.06014683766
832	0.06011158913
833	0.06007751685
834	0.06007185798
835	0.06004701077
836	0.06000857781
837	0.0599808191
838	0.05996583833
839	0.05995301598
840	0.05992966674
841	0.0599154828
842	0.05988086234
843	0.05985108218
844	0.0598360969
845	0.05981199144
846	0.05978215354
847	0.05976024605
848	0.05974774375
849	0.05972448909
850	0.05971083585
851	0.05968183689
852	0.0596577052
853	0.05963563977
854	0.05961428742
855	0.05959261723
856	0.05953596313
857	0.05952014568
858	0.05948900753
859	0.05947001603
860	0.05944588647
861	0.05943104566
862	0.0594013996
863	0.05935786666
864	0.05932547136
865	0.0593182326
866	0.05929968835
867	0.05927349775
868	0.05925918669
869	0.05925299507
870	0.05923388629
871	0.0592204501
872	0.05919201119
873	0.05916997278
874	0.05915303507
875	0.05909886593
876	0.05906661513
877	0.05904998252
878	0.05901936046
879	0.05900222999
880	0.05897701568
881	0.0589633395
882	0.05893868827
883	0.05892389967
884	0.05889088549
885	0.05887832702
886	0.0588644902
887	0.05883482224
888	0.0588306899
889	0.05880635041
890	0.05877635914
891	0.05875723267
892	0.05873132413
893	0.05870570261
894	0.05866645215
895	0.05864042181
896	0.05861163659
897	0.05859584289
898	0.058567475
899	0.05854343142
900	0.05852210594
901	0.05850290439
902	0.05847575254
903	0.05845715589
904	0.05843403434
905	0.05840923678
906	0.05838431931
907	0.05836341372
908	0.05827692015
909	0.05826336127
910	0.05824425872
911	0.05820509639
912	0.05818165856
913	0.05815337085
914	0.05813309718
915	0.05811442977
916	0.05808700295
917	0.05805592596
918	0.05801540333
919	0.05799153058
920	0.05796636382
921	0.05795529135
922	0.05794422711
923	0.05793765905
924	0.05790000554
925	0.05789268334
926	0.05786424979
927	0.05784131273
928	0.05781752209
929	0.05780913804
930	0.05777182245
931	0.05774137014
932	0.05771832732
933	0.05768740844
934	0.05765803058
935	0.05765047718
936	0.0576236738
937	0.05758091782
938	0.05756306001
939	0.05754300135
940	0.05751447143
941	0.05749335727
942	0.05746999334
943	0.05745556649
944	0.05744148696
945	0.05739102279
946	0.05735759026
947	0.05733229218
948	0.05731308868
949	0.05728870015
950	0.05727008407
951	0.05723704213
952	0.05721694249
953	0.05718601162
954	0.05714970611
955	0.05713017008
956	0.05710785607
957	0.0570825148
958	0.0570472185
959	0.05702838064
960	0.05700251931
961	0.05696984436
962	0.05695318935
963	0.0569111491
964	0.05689216525
965	0.05687987662
966	0.05686279435
967	0.0568458764
968	0.05682266037
969	0.05680136763
970	0.05678135935
971	0.05675829487
972	0.05673779978
973	0.05672496826
974	0.05670735696
975	0.05665031265
976	0.05663093663
977	0.05662389949
978	0.0566049309
979	0.05660097703
980	0.05658377901
981	0.05656405413
982	0.05654091733
983	0.05650977343
984	0.05647581064
985	0.05646557433
986	0.05645522815
987	0.05642964867
988	0.0564145377
989	0.05641133445
990	0.05638310425
991	0.05636588427
992	0.05634535467
993	0.05632980063
994	0.05627189416
995	0.05624655057
996	0.05623055795
997	0.05621593813
998	0.0561939164
999	0.05617154739
